airline,reg,aircraft,age,origin,destination,direction,city_route,airport_route,iata_route,flight_time,speed,distance,weekly_frequency,remarks
南航,B-2010,777-F1B,10.5,浦东,荷兰阿姆斯特丹,出口,浦东-荷兰阿姆斯特丹,浦东-阿姆斯特丹史基普,PVG-AMS,10h52m,818.5582822085865,8895.0,1,
南航,B-2010,777-F1B,10.5,荷兰阿姆斯特丹,浦东,进口,荷兰阿姆斯特丹-浦东,阿姆斯特丹史基普-浦东,AMS-PVG,10h9m,876.3546798029556,8895.0,1,
南航,B-2010,777-F1B,10.5,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,14h11m,800.5170387779083,11354.0,1,
南航,B-2010,777-F1B,10.5,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h8m,0.0,,1,
南航,B-2010,777-F1B,10.5,浦东,加拿大温哥华-加拿大多伦多,出口,浦东-加拿大温哥华-加拿大多伦多,浦东-温哥华-多伦多皮尔逊,PVG-YVR-YYZ,13h55,889.9401197604791,12385.0,1,
南航,B-2010,777-F1B,10.5,加拿大多伦多,浦东,进口,加拿大多伦多-浦东,多伦多皮尔逊-浦东,YYZ-PVG,14h8m,809.1509433962265,11436.0,1,
南航,B-2010,777-F1B,10.5,浦东,德国法兰克福,出口,浦东-德国法兰克福,浦东-法兰克福,PVG-FRA,11h2m,801.4803625377668,8843.0,1,
南航,B-2010,777-F1B,10.5,德国法兰克福,浦东,进口,德国法兰克福-浦东,法兰克福-浦东,FRA-PVG,9h57m,888.7437185929649,8843.0,1,
南航,B-2010,777-F1B,10.5,广州,美国安克雷奇-美国洛杉矶,出口,广州-美国安克雷奇-美国洛杉矶,广州-泰德.史蒂文斯安克雷奇-洛杉矶,CAN-ANC-LAX,13h33m,895.8671586715867,12139.0,1,
南航,B-2010,777-F1B,10.5,美国洛杉矶,广州,进口,美国洛杉矶-广州,洛杉矶-广州,LAX-CAN,14h27m,805.5363321799308,11640.0,1,
南航,B-2010,777-F1B,10.5,重庆,德国法兰克福,出口,重庆-德国法兰克福,重庆-法兰克福,CKG-FRA,10h17m,918.2820097244763,9443.0,1,
南航,B-2010,777-F1B,10.5,德国法兰克福,浦东,进口,德国法兰克福-浦东,法兰克福-浦东,FRA-PVG,9h57m,888.7437185929649,8843.0,1,
南航,B-2010,777-F1B,10.5,广州,澳大利亚悉尼,出口,广州-澳大利亚悉尼,广州-悉尼金斯福德史密斯,CAN-SYD,8h35m,875.1844660194178,7512.0,1,
南航,B-2010,777-F1B,10.5,澳大利亚悉尼,越南河内-浦东,进口,澳大利亚悉尼-越南河内-浦东,悉尼金斯福德史密斯-河内内排-浦东,SYD-HAN-PVG,12h34m,626.9761273209532,7879.0,1,
南航,B-2010,777-F1B,10.5,浦东,美国芝加哥,出口,浦东-美国芝加哥,浦东-芝加哥奥黑尔,PVG-ORD,14h11m,799.8824911868409,11345.0,1,
南航,B-2010,777-F1B,10.5,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h14m,0.0,,1,
南航,B-2010,777-F1B,10.5,深圳,德国法兰克福,出口,深圳-德国法兰克福,深圳-法兰克福,SZX-FRA,11h32m,791.9653179190775,9134.0,"3,5",
南航,B-2010,777-F1B,10.5,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,10h25m,867.4559999999973,9036.0,"3,5",
南航,B-2010,777-F1B,10.5,浦东,美国安克雷奇-墨西哥菲利普安吉利斯,出口,浦东-美国安克雷奇-墨西哥菲利普安吉利斯,浦东-泰德史蒂文斯安克雷奇-菲利普安吉利斯,PVG-ANC-NLU,17h19m,0.0,,2,
南航,B-2010,777-F1B,10.5,墨西哥菲利普安吉利斯,浦东,进口,墨西哥菲利普安吉利斯-浦东,菲利普安吉利斯-浦东,NLU-PVG,15h52m,0.0,,2,
南航,B-2026,777-F1B,10.1,广州,澳大利亚悉尼,出口,广州-澳大利亚悉尼,广州-悉尼金斯福德史密斯,CAN-SYD,8h57m,839.3296089385476,7512.0,1,
南航,B-2026,777-F1B,10.1,澳大利亚悉尼,新西兰奥克兰-广州,进口,澳大利亚悉尼-新西兰奥克兰-广州,悉尼金斯福德史密斯-奥克兰-广州,SYD-OKL-CAN,14h11m,529.6357226792022,7512.0,1,
南航,B-2026,777-F1B,10.1,广州,重庆-德国法兰克福,出口,广州-重庆-德国法兰克福,广州-重庆-法兰克福,CAN-CKG-FRA,11h33m,782.3376623376623,9036.0,2,
南航,B-2026,777-F1B,10.1,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,11h2m,818.9728096676762,9036.0,2,
南航,B-2026,777-F1B,10.1,广州,英国斯坦斯特德,出口,广州-英国斯坦斯特德,广州-斯坦斯特德,CAN-STN,11h52m,796.1797752808967,9448.0,5,
南航,B-2026,777-F1B,10.1,英国斯坦斯特德,广州,进口,英国斯坦斯特德-广州,斯坦斯特德-广州,STN-CAN,10h38m,888.5266457680278,9448.0,5,
南航,B-2026,777-F1B,10.1,广州,美国安克雷奇-美国洛杉矶,出口,广州-美国安克雷奇-美国洛杉矶,广州-泰德.史蒂文斯安克雷奇-洛杉矶,CAN-ANC-LAX,13h33m,895.8671586715867,12139.0,1,
南航,B-2026,777-F1B,10.1,美国洛杉矶,广州,进口,美国洛杉矶-广州,洛杉矶-广州,LAX-CAN,14h27m,805.5363321799308,11640.0,1,
南航,B-2027,777-F1B,10.1,浦东,荷兰阿姆斯特丹,出口,浦东-荷兰阿姆斯特丹,浦东-阿姆斯特丹史基普,PVG-AMS,10h52m,818.5582822085865,8895.0,1,
南航,B-2027,777-F1B,10.1,荷兰阿姆斯特丹,浦东,进口,荷兰阿姆斯特丹-浦东,阿姆斯特丹史基普-浦东,AMS-PVG,10h9m,876.3546798029556,8895.0,1,
南航,B-2027,777-F1B,10.1,浦东,加拿大温哥华-加拿大多伦多,出口,浦东-加拿大温哥华-加拿大多伦多,浦东-温哥华-多伦多皮尔逊,PVG-YVR-YYZ,13h55,889.9401197604791,12385.0,1,
南航,B-2027,777-F1B,10.1,加拿大多伦多,浦东,进口,加拿大多伦多-浦东,多伦多皮尔逊-浦东,YYZ-PVG,14h8m,809.1509433962265,11436.0,1,
南航,B-2027,777-F1B,10.1,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,14h11m,800.5170387779083,11354.0,2,
南航,B-2027,777-F1B,10.1,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h15m,0.0,,2,
南航,B-2027,777-F1B,10.1,深圳,德国法兰克福,出口,深圳-德国法兰克福,深圳-法兰克福,SZX-FRA,11h2m,801.4803625377668,8843.0,1,
南航,B-2027,777-F1B,10.1,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,10h25m,867.4559999999973,9036.0,1,
南航,B-2027,777-F1B,10.1,广州,澳大利亚悉尼,出口,广州-澳大利亚悉尼,广州-悉尼金斯福德史密斯,CAN-SYD,8h35m,875.1844660194178,7512.0,1,
南航,B-2027,777-F1B,10.1,澳大利亚悉尼,越南河内-浦东,进口,澳大利亚悉尼-越南河内-浦东,悉尼金斯福德史密斯-河内内排-浦东,SYD-HAN-PVG,12h34m,626.9761273209532,7879.0,1,
南航,B-2028,777-F1B,10,广州,澳大利亚悉尼,出口,广州-澳大利亚悉尼,广州-悉尼金斯福德史密斯,CAN-SYD,8h35m,875.1844660194178,7512.0,1,
南航,B-2028,777-F1B,10,澳大利亚悉尼,越南河内-浦东,进口,澳大利亚悉尼-越南河内-浦东,悉尼金斯福德史密斯-河内内排-浦东,SYD-HAN-PVG,12h34m,626.9761273209532,7879.0,1,
南航,B-2028,777-F1B,10,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,14h11m,800.5170387779083,11354.0,2,
南航,B-2028,777-F1B,10,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h15m,0.0,,2,
南航,B-2028,777-F1B,10,深圳,德国法兰克福,出口,深圳-德国法兰克福,深圳-法兰克福,SZX-FRA,11h2m,801.4803625377668,8843.0,1,
南航,B-2028,777-F1B,10,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,10h25m,867.4559999999973,9036.0,1,
南航,B-2028,777-F1B,10,浦东,荷兰阿姆斯特丹,出口,浦东-荷兰阿姆斯特丹,浦东-阿姆斯特丹史基普,PVG-AMS,10h52m,818.5582822085865,8895.0,1,
南航,B-2028,777-F1B,10,荷兰阿姆斯特丹,浦东,进口,荷兰阿姆斯特丹-浦东,阿姆斯特丹史基普-浦东,AMS-PVG,10h9m,876.3546798029556,8895.0,1,
南航,B-2028,777-F1B,10,浦东,德国法兰克福,出口,浦东-德国法兰克福,浦东-法兰克福,PVG-FRA,11h2m,801.4803625377668,8843.0,1,
南航,B-2028,777-F1B,10,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,10h25m,867.4559999999973,9036.0,1,
南航,B-2028,777-F1B,10,浦东,加拿大温哥华-加拿大多伦多,出口,浦东-加拿大温哥华-加拿大多伦多,浦东-温哥华-多伦多皮尔逊,PVG-YVR-YYZ,13h55,889.9401197604791,12385.0,1,
南航,B-2028,777-F1B,10,加拿大多伦多,浦东,进口,加拿大多伦多-浦东,多伦多皮尔逊-浦东,YYZ-PVG,14h8m,809.1509433962265,11436.0,1,
南航,B-2028,777-F1B,10,广州,德国法兰克福,出口,广州-德国法兰克福,广州-法兰克福,CAN-FRA,11h33m,782.3376623376623,9036.0,2,
南航,B-2028,777-F1B,10,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,11h2m,818.9728096676762,9036.0,2,
南航,B-2041,777-F1B,12,浦东,德国法兰克福,出口,浦东-德国法兰克福,浦东-法兰克福,PVG-FRA,11h2m,801.4803625377668,8843.0,1,
南航,B-2041,777-F1B,12,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,10h25m,867.4559999999973,9036.0,1,
南航,B-2041,777-F1B,12,浦东,荷兰阿姆斯特丹,出口,浦东-荷兰阿姆斯特丹,浦东-阿姆斯特丹史基普,PVG-AMS,10h52m,818.5582822085865,8895.0,1,
南航,B-2041,777-F1B,12,荷兰阿姆斯特丹,浦东,进口,荷兰阿姆斯特丹-浦东,阿姆斯特丹史基普-浦东,AMS-PVG,10h9m,876.3546798029556,8895.0,1,
南航,B-2041,777-F1B,12,浦东,加拿大温哥华-加拿大多伦多,出口,浦东-加拿大温哥华-加拿大多伦多,浦东-温哥华-多伦多皮尔逊,PVG-YVR-YYZ,13h55,889.9401197604791,12385.0,1,
南航,B-2041,777-F1B,12,加拿大多伦多,浦东,进口,加拿大多伦多-浦东,多伦多皮尔逊-浦东,YYZ-PVG,14h8m,809.1509433962265,11436.0,1,
南航,B-2041,777-F1B,12,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,14h11m,800.5170387779083,11354.0,1,
南航,B-2041,777-F1B,12,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h15m,0.0,,1,
南航,B-2041,777-F1B,12,广州,重庆-德国法兰克福,出口,广州-重庆-德国法兰克福,广州-重庆-法兰克福,CAN-CKG-FRA,11h33m,782.3376623376623,9036.0,2,
南航,B-2041,777-F1B,12,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,11h2m,818.9728096676762,9036.0,2,
南航,B-2041,777-F1B,12,广州,澳大利亚悉尼,出口,广州-澳大利亚悉尼,广州-悉尼金斯福德史密斯,CAN-SYD,8h35m,875.1844660194178,7512.0,1,
南航,B-2041,777-F1B,12,澳大利亚悉尼,越南河内-浦东,进口,澳大利亚悉尼-越南河内-浦东,悉尼金斯福德史密斯-河内内排-浦东,SYD-HAN-PVG,12h34m,626.9761273209532,7879.0,1,
南航,B-2041,777-F1B,12,深圳,德国法兰克福,出口,深圳-德国法兰克福,深圳-法兰克福,SZX-FRA,11h32m,791.9653179190775,9134.0,1,
南航,B-2041,777-F1B,12,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,10h25m,867.4559999999973,9036.0,1,
南航,B-2042,777-F1B,11.9,浦东,荷兰阿姆斯特丹,出口,浦东-荷兰阿姆斯特丹,浦东-阿姆斯特丹史基普,PVG-AMS,10h52m,818.5582822085865,8895.0,1,
南航,B-2042,777-F1B,11.9,荷兰阿姆斯特丹,浦东,进口,荷兰阿姆斯特丹-浦东,阿姆斯特丹史基普-浦东,AMS-PVG,10h9m,876.3546798029556,8895.0,1,
南航,B-2042,777-F1B,11.9,广州,澳大利亚悉尼,出口,广州-澳大利亚悉尼,广州-悉尼金斯福德史密斯,CAN-SYD,8h35m,875.1844660194178,7512.0,1,
南航,B-2042,777-F1B,11.9,澳大利亚悉尼,越南河内-浦东,进口,澳大利亚悉尼-越南河内-浦东,悉尼金斯福德史密斯-河内内排-浦东,SYD-HAN-PVG,12h34m,626.9761273209532,7879.0,1,
南航,B-2042,777-F1B,11.9,南宁,越南河内,出口,南宁-越南河内,南宁-河内内排,NNG-HAN,47m,368.9361702127661,289.0,1,
南航,B-2042,777-F1B,11.9,越南河内,浦东,进口,越南河内-浦东,河内内排-浦东,HAN-PVG,2h32m,760.2631578947378,1926.0,1,
南航,B-2042,777-F1B,11.9,浦东,加拿大温哥华-加拿大多伦多,出口,浦东-加拿大温哥华-加拿大多伦多,浦东-温哥华-多伦多皮尔逊,PVG-YVR-YYZ,13h55,889.9401197604791,12385.0,1,
南航,B-2042,777-F1B,11.9,加拿大多伦多,浦东,进口,加拿大多伦多-浦东,多伦多皮尔逊-浦东,YYZ-PVG,14h8m,809.1509433962265,11436.0,1,
南航,B-2042,777-F1B,11.9,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,13h22m,849.426433915212,11354.0,2,
南航,B-2042,777-F1B,11.9,美国芝加哥,浦东,进口,美国芝加哥-浦东,芝加哥奥黑尔-浦东,ORD-PVG,13h48m,822.7536231884058,11354.0,2,
南航,B-2042,777-F1B,11.9,浦东,德国法兰克福,出口,浦东-德国法兰克福,浦东-法兰克福,PVG-FRA,11h2m,801.4803625377668,8843.0,1,
南航,B-2042,777-F1B,11.9,德国法兰克福,广州,进口,德国法兰克福-广州,法兰克福-广州,FRA-CAN,10h25m,867.4559999999973,9036.0,1,
南航,B-2071,777-F1B,16.3,广州,匈牙利布达佩斯,出口,广州-匈牙利布达佩斯,广州-布达佩斯,CAN-BUD,11h19m,744.2120765832084,8422.0,1,
南航,B-2071,777-F1B,16.3,匈牙利布达佩斯,广州,进口,匈牙利布达佩斯-广州,布达佩斯-广州,BUD-CAN,10h9m,829.7536945812808,8422.0,1,
南航,B-2071,777-F1B,16.3,广州,阿联酋迪拜,出口,广州-阿联酋迪拜,广州-阿勒马克图姆,CAN-DWC,7h15m,807.1724137931035,5852.0,1,
南航,B-2071,777-F1B,16.3,阿联酋迪拜,广州,进口,阿联酋迪拜-广州,阿勒马克图姆-广州,DWC-CAN,7h43m,758.3585313174942,5852.0,1,
南航,B-2071,777-F1B,16.3,广州,英国斯坦斯特德,出口,广州-英国斯坦斯特德,广州-斯坦斯特德,CAN-STN,11h52m,796.1797752808967,9448.0,5,
南航,B-2071,777-F1B,16.3,英国斯坦斯特德,广州,进口,英国斯坦斯特德-广州,斯坦斯特德-广州,STN-CAN,10h38m,888.5266457680278,9448.0,5,
南航,B-2071,777-F1B,16.3,广州,沙特阿拉伯利雅得,出口,广州-沙特阿拉伯利雅得,广州-利雅得,CAN-RUH,8h28m,790.1574803149603,6690.0,1,
南航,B-2071,777-F1B,16.3,沙特阿拉伯利雅得,深圳,进口,沙特阿拉伯利雅得-深圳,利雅得-深圳,RUH-SZX,9h2m,749.5571955719561,6771.0,1,
南航,B-2071,777-F1B,16.3,浦东,美国洛杉矶,出口,浦东-美国洛杉矶,浦东-洛杉矶,PVG-LAX,11h12m,931.3392857142858,10431.0,1,
南航,B-2071,777-F1B,16.3,美国洛杉矶,浦东,进口,美国洛杉矶-浦东,洛杉矶-浦东,LAX-PVG,13h7m,795.2477763659447,10431.0,1,
南航,B-2072,777-F1B,16.3,深圳,美国安克雷奇-美国芝加哥,出口,深圳-美国安克雷奇-美国芝加哥,深圳-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,SZX-ANC-ORD,15h10m,0.0,,1,
南航,B-2072,777-F1B,16.3,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h19m,0.0,,1,
南航,B-2072,777-F1B,16.3,广州,英国斯坦斯特德,出口,广州-英国斯坦斯特德,广州-斯坦斯特德,CAN-STN,11h52m,796.1797752808967,9448.0,5,
南航,B-2072,777-F1B,16.3,英国斯坦斯特德,广州,进口,英国斯坦斯特德-广州,斯坦斯特德-广州,STN-CAN,10h38m,888.5266457680278,9448.0,5,
南航,B-2072,777-F1B,16.3,广州,阿联酋迪拜,出口,广州-阿联酋迪拜,广州-阿勒马克图姆,CAN-DWC,7h15m,807.1724137931035,5852.0,1,
南航,B-2072,777-F1B,16.3,阿联酋迪拜,广州,进口,阿联酋迪拜-广州,阿勒马克图姆-广州,DWC-CAN,7h43m,758.3585313174942,5852.0,1,
南航,B-2072,777-F1B,16.3,广州,沙特阿拉伯利雅得,出口,广州-沙特阿拉伯利雅得,广州-利雅得,CAN-RUH,8h28m,790.1574803149603,6690.0,1,
南航,B-2072,777-F1B,16.3,沙特阿拉伯利雅得,深圳,进口,沙特阿拉伯利雅得-深圳,利雅得-深圳,RUH-SZX,9h2m,749.5571955719561,6771.0,1,
南航,B-2072,777-F1B,16.3,广州,英国普雷斯蒂克,出口,广州-英国普雷斯蒂克,广州-普雷斯蒂克,CAN-PIK,11h44m,0.0,,1,
南航,B-2072,777-F1B,16.3,英国普雷斯蒂克,广州,进口,英国普雷斯蒂克-广州,普雷斯蒂克-广州,PIK-CAN,10h51m,0.0,,1,
南航,B-2073,777-F1B,15.8,广州,英国斯坦斯特德,出口,广州-英国斯坦斯特德,广州-斯坦斯特德,CAN-STN,11h52m,796.1797752808967,9448.0,4,
南航,B-2073,777-F1B,15.8,英国斯坦斯特德,广州,进口,英国斯坦斯特德-广州,斯坦斯特德-广州,STN-CAN,10h38m,888.5266457680278,9448.0,4,
南航,B-2073,777-F1B,15.8,深圳,美国安克雷奇-美国芝加哥,出口,深圳-美国安克雷奇-美国芝加哥,深圳-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,SZX-ANC-ORD,15h10m,0.0,,1,
南航,B-2073,777-F1B,15.8,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h19m,0.0,,1,
南航,B-2073,777-F1B,15.8,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,14h11m,800.5170387779083,11354.0,1,
南航,B-2073,777-F1B,15.8,美国芝加哥,深圳,进口,美国芝加哥-深圳,芝加哥奥黑尔-深圳,ORD-SZX,15h15m,0.0,,1,
南航,B-2073,777-F1B,15.8,广州,荷兰阿姆斯特丹,出口,广州-荷兰阿姆斯特丹,广州-荷兰阿姆斯特丹史基普,CAN-AMS,11h58m,764.25,9171.0,1,
南航,B-2073,777-F1B,15.8,荷兰阿姆斯特丹,广州,进口,荷兰阿姆斯特丹-广州,阿姆斯特丹史基普-广州,AMS-CAN,10h57m,837.5342465753425,9171.0,1,
南航,B-2073,777-F1B,15.8,广州,英国普雷斯蒂克,出口,广州-英国普雷斯蒂克,广州-普雷斯蒂克,CAN-PIK,11h51m,0.0,,2,
南航,B-2073,777-F1B,15.8,英国普雷斯蒂克,广州,进口,英国普雷斯蒂克-广州,普雷斯蒂克-广州,PIK-CAN,11h27m,0.0,,2,
南航,B-2073,777-F1B,15.8,广州,阿联酋迪拜,出口,广州-阿联酋迪拜,广州-阿勒马克图姆,CAN-DWC,7h15m,807.1724137931035,5852.0,1,
南航,B-2073,777-F1B,15.8,阿联酋迪拜,广州,进口,阿联酋迪拜-广州,阿勒马克图姆-广州,DWC-CAN,7h43m,758.3585313174942,5852.0,1,
南航,B-2075,777-F1B,15.7,广州,阿联酋迪拜,出口,广州-阿联酋迪拜,广州-阿勒马克图姆,CAN-DWC,7h15m,807.1724137931035,5852.0,1,
南航,B-2075,777-F1B,15.7,阿联酋迪拜,广州,进口,阿联酋迪拜-广州,阿勒马克图姆-广州,DWC-CAN,7h43m,758.3585313174942,5852.0,1,
南航,B-2075,777-F1B,15.7,广州,英国斯坦斯特德,出口,广州-英国斯坦斯特德,广州-斯坦斯特德,CAN-STN,11h52m,796.1797752808967,9448.0,5,
南航,B-2075,777-F1B,15.7,英国斯坦斯特德,广州,进口,英国斯坦斯特德-广州,斯坦斯特德-广州,STN-CAN,10h38m,888.5266457680278,9448.0,5,
南航,B-2075,777-F1B,15.7,广州,美国安克雷奇-美国纽约,出口,广州-美国安克雷奇-美国纽约,广州-泰德.史蒂文斯安克雷奇-约翰.菲茨杰拉德.肯尼迪,CAN-ANC-JFK,15h54m,808.3018867924528,12852.0,1,
南航,B-2075,777-F1B,15.7,美国纽约,广州,进口,美国纽约-广州,约翰.菲茨杰拉德.肯尼迪-广州,JFK-CAN,15h15m,842.7540983606557,12852.0,1,
南航,B-2075,777-F1B,15.7,广州,哈尔滨-墨西哥菲利普安吉利斯,出口,广州-哈尔滨-墨西哥菲利普安吉利斯,广州-哈尔滨-菲利普安吉利斯,CAN-HRB-NLU,15h30m,0.0,,1,
南航,B-2075,777-F1B,15.7,墨西哥菲利普安吉利斯,广州,进口,墨西哥菲利普安吉利斯-广州,菲利普安吉利斯-广州,NLU-CAN,,,,1,
南航,B-2080,777-F1B,13.6,广州,荷兰阿姆斯特丹,出口,广州-荷兰阿姆斯特丹,广州-荷兰阿姆斯特丹史基普,CAN-AMS,11h58m,764.25,9171.0,1,
南航,B-2080,777-F1B,13.6,荷兰阿姆斯特丹,广州,进口,荷兰阿姆斯特丹-广州,荷兰阿姆斯特丹史基普-广州,AMS-CAN,10h57m,837.5342465753425,9171.0,1,
南航,B-2080,777-F1B,13.6,广州,沙特阿拉伯利雅得,出口,广州-沙特阿拉伯利雅得,广州-利雅得,CAN-RUH,8h28m,790.1574803149603,6690.0,1,
南航,B-2080,777-F1B,13.6,沙特阿拉伯利雅得,深圳,进口,沙特阿拉伯利雅得-深圳,利雅得-深圳,RUH-SZX,9h2m,749.5571955719561,6771.0,1,
南航,B-2080,777-F1B,13.6,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,16h37m,692.8585757271816,11513.0,1,
南航,B-2080,777-F1B,13.6,美国芝加哥,浦东,进口,美国芝加哥-浦东,芝加哥奥黑尔-浦东,ORD-PVG,14h16m,795.841121495327,11354.0,1,
南航,B-2080,777-F1B,13.6,广州,英国斯坦斯特德,出口,广州-英国斯坦斯特德,广州-斯坦斯特德,CAN-STN,11h52m,796.1797752808967,9448.0,5,
南航,B-2080,777-F1B,13.6,英国斯坦斯特德,广州,进口,英国斯坦斯特德-广州,斯坦斯特德-广州,STN-CAN,10h38m,888.5266457680278,9448.0,5,
南航,B-2081,777-F1B,14.9,广州,哈尔滨-墨西哥菲利普安吉利斯,出口,广州-哈尔滨-墨西哥菲利普安吉利斯,广州-哈尔滨-菲利普安吉利斯,CAN-HRB-NLU,15h30m,0.0,,1,
南航,B-2081,777-F1B,14.9,墨西哥菲利普安吉利斯,广州,进口,墨西哥菲利普安吉利斯-广州,菲利普安吉利斯-广州,NLU-CAN,,,,1,
南航,B-2081,777-F1B,14.9,广州,匈牙利布达佩斯,出口,广州-匈牙利布达佩斯,广州-布达佩斯,CAN-BUD,10h58m,767.9635258358638,8422.0,2,
南航,B-2081,777-F1B,14.9,匈牙利布达佩斯,广州,进口,匈牙利布达佩斯-广州,布达佩斯-广州,BUD-CAN,10h12m,825.686274509804,8422.0,2,
南航,B-2081,777-F1B,14.9,广州,荷兰阿姆斯特丹,出口,广州-荷兰阿姆斯特丹,广州-荷兰阿姆斯特丹史基普,CAN-AMS,11h58m,766.3788300835633,9171.0,2,
南航,B-2081,777-F1B,14.9,荷兰阿姆斯特丹,广州,进口,荷兰阿姆斯特丹-广州,阿姆斯特丹史基普-广州,AMS-CAN,11h11m,820.0596125186314,9171.0,2,
南航,B-2081,777-F1B,14.9,广州,重庆-荷兰阿姆斯特丹,出口,广州-重庆-荷兰阿姆斯特丹,广州-重庆-阿姆斯特丹史基普,CAN-CKG-AMS,13h,720.2307692307693,9363.0,1,
南航,B-2081,777-F1B,14.9,荷兰阿姆斯特丹,广州,进口,荷兰阿姆斯特丹-广州,阿姆斯特丹史基普-广州,AMS-CAN,11h11m,820.0596125186314,9171.0,1,
南航,B-2081,777-F1B,14.9,浦东,美国洛杉矶,出口,浦东-美国洛杉矶,浦东-洛杉矶,PVG-LAX,11h12m,931.3392857142858,10431.0,1,
南航,B-2081,777-F1B,14.9,美国洛杉矶,浦东,进口,美国洛杉矶-浦东,洛杉矶-浦东,LAX-PVG,13h7m,795.2477763659447,10431.0,1,
南航,B-20EM,777-F,5.3,浦东,荷兰阿姆斯特丹,出口,浦东-荷兰阿姆斯特丹,浦东-阿姆斯特丹史基普,PVG-AMS,11h40m,762.4285714285693,8895.0,3,
南航,B-20EM,777-F,5.3,荷兰阿姆斯特丹,浦东,进口,荷兰阿姆斯特丹-浦东,阿姆斯特丹史基普-浦东,AMS-PVG,9h51m,903.0456852791879,8895.0,3,
南航,B-20EM,777-F,5.3,广州,澳大利亚悉尼,出口,广州-澳大利亚悉尼,广州-悉尼金斯福德史密斯,CAN-SYD,8h35m,875.1844660194178,7512.0,1,
南航,B-20EM,777-F,5.3,澳大利亚悉尼,越南河内-浦东,进口,澳大利亚悉尼-越南河内-浦东,悉尼金斯福德史密斯-河内内排-浦东,SYD-HAN-PVG,12h34m,626.9761273209532,7879.0,1,
南航,B-20EM,777-F,5.3,浦东,加拿大温哥华-加拿大多伦多,出口,浦东-加拿大温哥华-加拿大多伦多,浦东-温哥华-多伦多皮尔逊,PVG-YVR-YYZ,13h55,889.9401197604791,12385.0,1,
南航,B-20EM,777-F,5.3,加拿大多伦多,浦东,进口,加拿大多伦多-浦东,多伦多皮尔逊-浦东,YYZ-PVG,14h8m,809.1509433962265,11436.0,1,
南航,B-20EM,777-F,5.3,浦东,美国安克雷奇-美国芝加哥,出口,浦东-美国安克雷奇-美国芝加哥,浦东-泰德.史蒂文斯安克雷奇-芝加哥奥黑尔,PVG-ANC-ORD,16h37m,692.8585757271816,11513.0,1,
南航,B-20EM,777-F,5.3,美国芝加哥,浦东,进口,美国芝加哥-浦东,芝加哥奥黑尔-浦东,ORD-PVG,14h16m,795.841121495327,11354.0,1,
